user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
CCGPMC024d_JNA_AS_CCGP130_S123_L001_R.bin.6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	80.33	0.38	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	41.76	11	0.933911853714925	N/A
CCGPMC024d_JNA_AS_CCGP130_S123_L001_R.bin.7	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP130_S123_L001_R.bin.8	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.4%)
CCGPMC024d_JNA_AS_CCGP130_S123_L001_R.bin.9	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP131_S122_L001_R.bin.1	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP131_S122_L001_R.bin.10	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	87.07	0.63	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	75.66	11	0.974136937066553	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC024d_JNA_AS_CCGP131_S122_L001_R.bin.2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Kineosporiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Kineosporiaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	87.35	11	0.8070063828775349	N/A
CCGPMC024d_JNA_AS_CCGP131_S122_L001_R.bin.3	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP131_S122_L001_R.bin.4	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP131_S122_L001_R.bin.5	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP131_S122_L001_R.bin.6	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	N/A	N/A	N/A	N/A	N/A	GCF_000522985.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__Gemmatirosa kalamazoonesis	77.1	0.51	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	22.78	11	0.8662990003589975	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC024d_JNA_AS_CCGP131_S122_L001_R.bin.7	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__SCTD01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__SCTD01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	49.78	11	0.8204899529292291	Genome has more than 15.8% of markers with multiple hits
CCGPMC024d_JNA_AS_CCGP131_S122_L001_R.bin.8	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	41.94	11	0.6253214237828372	Genome has more than 25.0% of markers with multiple hits
CCGPMC024d_JNA_AS_CCGP132_S121_L001_R.bin.10	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	N/A	N/A	N/A	N/A	N/A	GCF_000522985.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__Gemmatirosa kalamazoonesis	78.02	0.47	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	32.57	11	0.8598730140896567	Genome has more than 31.7% of markers with multiple hits
CCGPMC024d_JNA_AS_CCGP132_S121_L001_R.bin.11	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	11.32	11	0.4324194490597443	Genome domain questionable ( 11.7% Bacterial, 5.7% Archaeal)
CCGPMC024d_JNA_AS_CCGP132_S121_L001_R.bin.12	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__JADGOV01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_017882785.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__JADGOV01;g__JADGOV01;s__JADGOV01 sp017882785	77.3	0.24	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__JADGOV01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	91.62	11	0.811503503012397	N/A
CCGPMC024d_JNA_AS_CCGP132_S121_L001_R.bin.14	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__CADCTP01;g__CADCTP01;s__	N/A	N/A	N/A	N/A	N/A	GCA_902805565.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__CADCTP01;g__CADCTP01;s__CADCTP01 sp902805565	83.47	0.47	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__CADCTP01;g__CADCTP01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	19.62	11	0.9282762674531333	N/A
CCGPMC024d_JNA_AS_CCGP132_S121_L001_R.bin.2	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP132_S121_L001_R.bin.3	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP132_S121_L001_R.bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	86.0	0.46	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	46.84	11	0.9707552034659986	N/A
CCGPMC024d_JNA_AS_CCGP132_S121_L001_R.bin.5	d__Bacteria;p__Spirochaetota;c__JAAYUW01;o__JAAYUW01;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Spirochaetota;c__JAAYUW01;o__JAAYUW01;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	14.61	4	0.5543796959215421	Genome domain questionable ( 19.2% Bacterial, 18.9% Archaeal)
CCGPMC024d_JNA_AS_CCGP132_S121_L001_R.bin.6	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP132_S121_L001_R.bin.7	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.7%)
CCGPMC024d_JNA_AS_CCGP132_S121_L001_R.bin.8	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP132_S121_L001_R.bin.9	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Kineosporiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_012719445.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Kineosporiaceae;g__JAAYAH01;s__JAAYAH01 sp012719445	77.39	0.33	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Kineosporiaceae;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	60.01	11	0.818282605610868	N/A
CCGPMC024d_JNA_AS_CCGP133_S120_L001_R.bin.1	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.7%)
CCGPMC024d_JNA_AS_CCGP133_S120_L001_R.bin.10	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	83.1	0.35	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	22.44	11	0.972031566705402	N/A
CCGPMC024d_JNA_AS_CCGP133_S120_L001_R.bin.11	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
CCGPMC024d_JNA_AS_CCGP133_S120_L001_R.bin.12	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP133_S120_L001_R.bin.2	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	10.88	11	0.42972537784966963	Genome domain questionable ( 11.7% Bacterial, 5.7% Archaeal)
CCGPMC024d_JNA_AS_CCGP133_S120_L001_R.bin.3	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP133_S120_L001_R.bin.6	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__CADCUO01;s__	N/A	N/A	N/A	N/A	N/A	GCA_902805915.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__CADCUO01;s__CADCUO01 sp902805915	78.2	0.25	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__CADCUO01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	42.81	11	0.9141111749291412	N/A
CCGPMC024d_JNA_AS_CCGP133_S120_L001_R.bin.7	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP133_S120_L001_R.bin.8	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP133_S120_L001_R.bin.9	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	N/A	N/A	N/A	N/A	N/A	GCF_000522985.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__Gemmatirosa kalamazoonesis	77.85	0.48	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	27.42	11	0.8909046243351432	Genome has more than 13.3% of markers with multiple hits
CCGPMC024d_JNA_AS_CCGP134_S119_L001_R.bin.1	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP134_S119_L001_R.bin.10	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.9%)
CCGPMC024d_JNA_AS_CCGP134_S119_L001_R.bin.11	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.6%)
CCGPMC024d_JNA_AS_CCGP134_S119_L001_R.bin.2	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP134_S119_L001_R.bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	85.31	0.38	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	42.83	11	0.9719466471239632	N/A
CCGPMC024d_JNA_AS_CCGP134_S119_L001_R.bin.7	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP134_S119_L001_R.bin.9	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.6%)
CCGPMC024d_JNA_AS_CCGP135_S118_L001_R.bin.1	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.7%)
CCGPMC024d_JNA_AS_CCGP135_S118_L001_R.bin.10	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.8%)
CCGPMC024d_JNA_AS_CCGP135_S118_L001_R.bin.12	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Frankiaceae;g__JADGOW01;s__	N/A	N/A	N/A	N/A	N/A	GCA_017882765.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Frankiaceae;g__JADGOW01;s__JADGOW01 sp017882765	76.6	0.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Frankiaceae;g__JADGOW01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	11.26	11	0.84652404626534	N/A
CCGPMC024d_JNA_AS_CCGP135_S118_L001_R.bin.2	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP135_S118_L001_R.bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	83.94	0.32	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	28.12	11	0.9728185685886529	N/A
CCGPMC024d_JNA_AS_CCGP135_S118_L001_R.bin.4	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP135_S118_L001_R.bin.5	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.1%)
CCGPMC024d_JNA_AS_CCGP135_S118_L001_R.bin.6	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP135_S118_L001_R.bin.7	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.2%)
CCGPMC024d_JNA_AS_CCGP135_S118_L001_R.bin.8	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP136_S117_L001_R.bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	82.9	0.34	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	21.88	11	0.9477848391525704	N/A
CCGPMC024d_JNA_AS_CCGP136_S117_L001_R.bin.3	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.8%)
CCGPMC024d_JNA_AS_CCGP136_S117_L001_R.bin.4	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.8%)
CCGPMC024d_JNA_AS_CCGP136_S117_L001_R.bin.5	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	N/A	N/A	N/A	N/A	N/A	GCF_000522985.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__Gemmatirosa kalamazoonesis	78.36	0.52	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	10.74	11	0.8862358971970555	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome domain questionable ( 10.8% Bacterial, 1.9% Archaeal)
CCGPMC024d_JNA_AS_CCGP136_S117_L001_R.bin.6	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP136_S117_L001_R.bin.7	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP136_S117_L001_R.bin.8	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP137_S116_L001_R.bin.1	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP137_S116_L001_R.bin.10	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP137_S116_L001_R.bin.11	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.0%)
CCGPMC024d_JNA_AS_CCGP137_S116_L001_R.bin.13	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	N/A	N/A	N/A	N/A	N/A	GCF_003858395.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__EB88 sp003858395	76.91	0.18	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	28.14	11	0.9519975619273026	N/A
CCGPMC024d_JNA_AS_CCGP137_S116_L001_R.bin.14	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	10.07	11	0.6057536050868577	Genome domain questionable ( 10.8% Bacterial, 5.7% Archaeal)
CCGPMC024d_JNA_AS_CCGP137_S116_L001_R.bin.15	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-105;s__	N/A	N/A	N/A	N/A	N/A	GCA_019239585.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-105;s__Bog-105 sp019239585	76.7	0.02	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-105;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_019240405.1, s__Bog-105 sp019240405, 95.0, 76.27, 0.03; GCA_019244945.1, s__Bog-105 sp019244945, 95.0, 76.22, 0.01; GCA_003167495.1, s__Bog-105 sp003167495, 95.0, 76.06, 0.03; GCA_019240475.1, s__Bog-105 sp019240475, 95.0, 76.0, 0.04; GCA_019244055.1, s__Bog-105 sp019244055, 95.0, 75.86, 0.03; GCA_019233755.1, s__Bog-105 sp019233755, 95.0, 75.85, 0.05; GCA_003169195.1, s__Bog-105 sp003169195, 95.0, 75.79, 0.02; GCA_019233375.1, s__Bog-105 sp019233375, 95.0, 75.5, 0.03; GCA_003163855.1, s__Bog-105 sp003163855, 95.0, 75.33, 0.04	58.96	11	0.9457466728023025	N/A
CCGPMC024d_JNA_AS_CCGP137_S116_L001_R.bin.16	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP137_S116_L001_R.bin.17	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
